id,user_id,status,completed_at,created_at
45,587,completed,2019-01-17 00:00:00,2019-01-09 00:00:00
46,87,completed,2019-01-13 00:00:00,2019-01-09 00:00:00
47,193,processing,2019-01-12 00:00:00,2019-01-09 00:00:00
48,551,processing,2019-02-08 00:00:00,2019-01-09 00:00:00
49,199,processing,2019-01-11 00:00:00,2019-01-10 00:00:00
50,609,shipped,2019-02-08 00:00:00,2019-01-10 00:00:00
51,172,shipped,2019-01-13 00:00:00,2019-01-10 00:00:00
52,571,processing,2019-01-23 00:00:00,2019-01-10 00:00:00
53,471,shipped,2019-02-09 00:00:00,2019-01-11 00:00:00
54,75,shipped,2019-01-26 00:00:00,2019-01-11 00:00:00
55,46,completed,2019-02-09 00:00:00,2019-01-11 00:00:00
56,349,processing,2019-01-21 00:00:00,2019-01-11 00:00:00
57,108,completed,2019-01-14 00:00:00,2019-01-12 00:00:00
58,244,shipped,2019-01-13 00:00:00,2019-01-12 00:00:00
59,179,completed,2019-01-28 00:00:00,2019-01-12 00:00:00
60,413,shipped,2019-02-05 00:00:00,2019-01-12 00:00:00
61,488,completed,2019-02-11 00:00:00,2019-01-12 00:00:00
62,141,processing,2019-02-07 00:00:00,2019-01-12 00:00:00
63,533,completed,2019-02-10 00:00:00,2019-01-12 00:00:00
64,548,shipped,2019-01-29 00:00:00,2019-01-13 00:00:00
65,81,completed,2019-01-21 00:00:00,2019-01-14 00:00:00
66,264,completed,2019-01-26 00:00:00,2019-01-14 00:00:00
67,13,shipped,2019-01-21 00:00:00,2019-01-15 00:00:00
68,15,shipped,2019-02-08 00:00:00,2019-01-15 00:00:00
69,30,shipped,2019-02-06 00:00:00,2019-01-15 00:00:00
70,370,shipped,2019-01-18 00:00:00,2019-01-15 00:00:00
71,687,processing,2019-01-23 00:00:00,2019-01-15 00:00:00
72,390,processing,2019-01-26 00:00:00,2019-01-15 00:00:00
73,373,shipped,2019-01-19 00:00:00,2019-01-16 00:00:00
74,675,completed,2019-02-04 00:00:00,2019-01-16 00:00:00
75,524,completed,2019-02-11 00:00:00,2019-01-16 00:00:00
76,382,shipped,2019-02-14 00:00:00,2019-01-16 00:00:00
77,189,completed,2019-01-22 00:00:00,2019-01-16 00:00:00
78,80,processing,2019-01-27 00:00:00,2019-01-16 00:00:00
79,623,processing,2019-01-29 00:00:00,2019-01-16 00:00:00
80,468,completed,2019-01-22 00:00:00,2019-01-16 00:00:00
81,169,completed,2019-01-22 00:00:00,2019-01-17 00:00:00
82,446,processing,2019-02-10 00:00:00,2019-01-18 00:00:00
83,327,shipped,2019-02-11 00:00:00,2019-01-18 00:00:00
84,468,shipped,2019-02-06 00:00:00,2019-01-18 00:00:00
85,23,processing,2019-01-28 00:00:00,2019-01-18 00:00:00
86,253,shipped,2019-02-09 00:00:00,2019-01-18 00:00:00
87,319,completed,2019-01-19 00:00:00,2019-01-18 00:00:00
88,227,processing,2019-02-13 00:00:00,2019-01-18 00:00:00
89,410,shipped,2019-01-28 00:00:00,2019-01-19 00:00:00
90,672,shipped,2019-02-13 00:00:00,2019-01-19 00:00:00
91,59,shipped,2019-01-29 00:00:00,2019-01-19 00:00:00
92,490,completed,2019-01-21 00:00:00,2019-01-19 00:00:00
93,446,completed,2019-01-29 00:00:00,2019-01-20 00:00:00
94,406,processing,2019-02-06 00:00:00,2019-01-20 00:00:00
95,612,shipped,2019-02-19 00:00:00,2019-01-20 00:00:00
96,521,processing,2019-01-28 00:00:00,2019-01-20 00:00:00
97,598,shipped,2019-02-16 00:00:00,2019-01-20 00:00:00
98,264,processing,2019-01-28 00:00:00,2019-01-20 00:00:00
99,276,processing,2019-02-12 00:00:00,2019-01-20 00:00:00
100,261,completed,2019-02-11 00:00:00,2019-01-20 00:00:00
101,452,processing,2019-01-30 00:00:00,2019-01-20 00:00:00
102,163,shipped,2019-02-08 00:00:00,2019-01-20 00:00:00
103,389,shipped,2019-01-30 00:00:00,2019-01-20 00:00:00
104,600,completed,2019-01-22 00:00:00,2019-01-20 00:00:00
105,246,completed,2019-02-18 00:00:00,2019-01-20 00:00:00
106,13,completed,2019-02-12 00:00:00,2019-01-21 00:00:00
107,578,completed,2019-02-02 00:00:00,2019-01-21 00:00:00
108,525,processing,2019-01-31 00:00:00,2019-01-21 00:00:00
110,186,processing,2019-02-13 00:00:00,2019-01-21 00:00:00
112,423,processing,2019-02-06 00:00:00,2019-01-21 00:00:00
114,204,processing,2019-02-18 00:00:00,2019-01-21 00:00:00
115,229,shipped,2019-02-16 00:00:00,2019-01-22 00:00:00
116,307,completed,2019-02-12 00:00:00,2019-01-22 00:00:00
117,67,completed,2019-02-21 00:00:00,2019-01-22 00:00:00
118,67,shipped,2019-02-21 00:00:00,2019-01-22 00:00:00
119,555,completed,2019-02-06 00:00:00,2019-01-22 00:00:00
109,340,processing,2019-01-26 00:00:00,2019-01-21 00:00:00
111,164,shipped,2019-01-30 00:00:00,2019-01-21 00:00:00
113,639,shipped,2019-02-07 00:00:00,2019-01-21 00:00:00
120,14,shipped,2019-02-17 00:00:00,2019-01-22 00:00:00
121,494,shipped,2019-02-17 00:00:00,2019-01-23 00:00:00
122,36,processing,2019-01-25 00:00:00,2019-01-23 00:00:00
123,291,shipped,2019-02-18 00:00:00,2019-01-23 00:00:00
124,210,shipped,2019-02-09 00:00:00,2019-01-23 00:00:00
125,450,shipped,2019-02-05 00:00:00,2019-01-23 00:00:00
126,366,shipped,2019-01-27 00:00:00,2019-01-23 00:00:00
127,214,processing,2019-02-16 00:00:00,2019-01-23 00:00:00
128,263,processing,2019-02-04 00:00:00,2019-01-23 00:00:00
129,76,completed,2019-01-28 00:00:00,2019-01-24 00:00:00
130,235,processing,2019-01-25 00:00:00,2019-01-24 00:00:00
131,170,completed,2019-02-23 00:00:00,2019-01-24 00:00:00
132,508,processing,2019-02-02 00:00:00,2019-01-24 00:00:00
133,149,processing,2019-02-03 00:00:00,2019-01-25 00:00:00
134,651,completed,2019-02-21 00:00:00,2019-01-25 00:00:00
135,460,completed,2019-01-28 00:00:00,2019-01-25 00:00:00
136,375,processing,2019-02-11 00:00:00,2019-01-25 00:00:00
137,694,completed,2019-02-12 00:00:00,2019-01-25 00:00:00
138,267,shipped,2019-02-06 00:00:00,2019-01-25 00:00:00
139,49,processing,2019-02-24 00:00:00,2019-01-26 00:00:00
140,194,completed,2019-01-30 00:00:00,2019-01-26 00:00:00
141,290,processing,2019-01-31 00:00:00,2019-01-27 00:00:00
142,166,shipped,2019-02-15 00:00:00,2019-01-28 00:00:00
143,649,completed,2019-02-17 00:00:00,2019-01-28 00:00:00
144,140,shipped,2019-02-19 00:00:00,2019-01-28 00:00:00
145,396,shipped,2019-02-28 00:00:00,2019-01-29 00:00:00
146,500,processing,2019-02-02 00:00:00,2019-01-29 00:00:00
147,300,processing,2019-02-26 00:00:00,2019-01-29 00:00:00
148,18,completed,2019-02-12 00:00:00,2019-01-30 00:00:00
149,328,shipped,2019-02-17 00:00:00,2019-01-30 00:00:00
150,452,completed,2019-02-28 00:00:00,2019-01-30 00:00:00
151,241,completed,2019-02-25 00:00:00,2019-01-31 00:00:00
152,466,processing,2019-02-17 00:00:00,2019-01-31 00:00:00
153,287,completed,2019-02-05 00:00:00,2019-01-31 00:00:00
154,535,completed,2019-02-01 00:00:00,2019-01-31 00:00:00
155,117,processing,2019-02-19 00:00:00,2019-01-31 00:00:00
156,458,completed,2019-03-01 00:00:00,2019-02-01 00:00:00
157,486,shipped,2019-02-16 00:00:00,2019-02-01 00:00:00
158,304,completed,2019-02-18 00:00:00,2019-02-01 00:00:00
159,181,shipped,2019-02-21 00:00:00,2019-02-01 00:00:00
160,180,shipped,2019-02-07 00:00:00,2019-02-02 00:00:00
161,124,processing,2019-02-26 00:00:00,2019-02-03 00:00:00
162,175,completed,2019-02-18 00:00:00,2019-02-03 00:00:00
163,57,completed,2019-02-12 00:00:00,2019-02-04 00:00:00
164,314,processing,2019-02-24 00:00:00,2019-02-04 00:00:00
165,388,shipped,2019-02-17 00:00:00,2019-02-05 00:00:00
166,482,processing,2019-03-02 00:00:00,2019-02-05 00:00:00
167,661,completed,2019-02-18 00:00:00,2019-02-05 00:00:00
168,691,shipped,2019-02-14 00:00:00,2019-02-05 00:00:00
169,295,processing,2019-02-20 00:00:00,2019-02-06 00:00:00
170,481,shipped,2019-02-14 00:00:00,2019-02-06 00:00:00
171,537,shipped,2019-02-21 00:00:00,2019-02-07 00:00:00
172,316,completed,2019-03-06 00:00:00,2019-02-07 00:00:00
173,661,processing,2019-02-11 00:00:00,2019-02-07 00:00:00
174,355,shipped,2019-02-21 00:00:00,2019-02-07 00:00:00
175,251,shipped,2019-02-26 00:00:00,2019-02-07 00:00:00
176,177,completed,2019-02-24 00:00:00,2019-02-08 00:00:00
177,599,completed,2019-02-17 00:00:00,2019-02-08 00:00:00
178,82,processing,2019-02-11 00:00:00,2019-02-09 00:00:00
179,534,processing,2019-02-27 00:00:00,2019-02-09 00:00:00
180,630,completed,2019-02-22 00:00:00,2019-02-09 00:00:00
181,94,processing,2019-02-11 00:00:00,2019-02-10 00:00:00
182,517,completed,2019-03-01 00:00:00,2019-02-10 00:00:00
183,78,shipped,2019-02-19 00:00:00,2019-02-10 00:00:00
184,688,completed,2019-02-12 00:00:00,2019-02-10 00:00:00
185,286,completed,2019-03-05 00:00:00,2019-02-10 00:00:00
186,15,completed,2019-02-27 00:00:00,2019-02-11 00:00:00
187,451,processing,2019-03-01 00:00:00,2019-02-11 00:00:00
188,485,processing,2019-02-21 00:00:00,2019-02-11 00:00:00
189,699,processing,2019-03-06 00:00:00,2019-02-11 00:00:00
190,84,processing,2019-02-13 00:00:00,2019-02-11 00:00:00
191,473,completed,2019-03-03 00:00:00,2019-02-11 00:00:00
192,104,completed,2019-02-21 00:00:00,2019-02-11 00:00:00
193,80,completed,2019-02-20 00:00:00,2019-02-12 00:00:00
194,360,shipped,2019-02-15 00:00:00,2019-02-12 00:00:00
195,29,completed,2019-03-03 00:00:00,2019-02-12 00:00:00
196,557,shipped,2019-03-03 00:00:00,2019-02-13 00:00:00
197,228,completed,2019-02-28 00:00:00,2019-02-13 00:00:00
198,473,processing,2019-03-02 00:00:00,2019-02-13 00:00:00
199,296,completed,2019-02-26 00:00:00,2019-02-13 00:00:00
200,538,shipped,2019-02-24 00:00:00,2019-02-13 00:00:00
201,47,completed,2019-02-17 00:00:00,2019-02-13 00:00:00
202,44,shipped,2019-03-09 00:00:00,2019-02-13 00:00:00
203,58,completed,2019-03-13 00:00:00,2019-02-13 00:00:00
204,208,completed,2019-02-20 00:00:00,2019-02-13 00:00:00
205,660,completed,2019-03-07 00:00:00,2019-02-13 00:00:00
206,125,processing,2019-02-17 00:00:00,2019-02-13 00:00:00
207,43,completed,2019-03-06 00:00:00,2019-02-13 00:00:00
208,520,shipped,2019-03-15 00:00:00,2019-02-14 00:00:00
209,129,processing,2019-03-03 00:00:00,2019-02-15 00:00:00
210,435,processing,2019-03-03 00:00:00,2019-02-15 00:00:00
211,275,completed,2019-03-08 00:00:00,2019-02-15 00:00:00
212,325,shipped,2019-02-17 00:00:00,2019-02-15 00:00:00
213,132,completed,2019-03-17 00:00:00,2019-02-15 00:00:00
214,567,processing,2019-02-16 00:00:00,2019-02-15 00:00:00
215,324,shipped,2019-02-25 00:00:00,2019-02-15 00:00:00
216,388,completed,2019-02-17 00:00:00,2019-02-15 00:00:00
217,150,completed,2019-03-04 00:00:00,2019-02-16 00:00:00
218,513,shipped,2019-03-11 00:00:00,2019-02-16 00:00:00
219,358,processing,2019-02-22 00:00:00,2019-02-16 00:00:00
220,210,processing,2019-02-17 00:00:00,2019-02-16 00:00:00
221,299,completed,2019-02-26 00:00:00,2019-02-16 00:00:00
222,472,completed,2019-03-08 00:00:00,2019-02-16 00:00:00
223,410,completed,2019-02-20 00:00:00,2019-02-16 00:00:00
224,244,processing,2019-02-27 00:00:00,2019-02-16 00:00:00
225,353,completed,2019-03-05 00:00:00,2019-02-16 00:00:00
226,663,completed,2019-03-11 00:00:00,2019-02-16 00:00:00
227,439,processing,2019-03-17 00:00:00,2019-02-16 00:00:00
228,402,processing,2019-03-08 00:00:00,2019-02-16 00:00:00
229,665,completed,2019-02-18 00:00:00,2019-02-16 00:00:00
230,217,processing,2019-03-07 00:00:00,2019-02-16 00:00:00
231,31,completed,2019-02-28 00:00:00,2019-02-16 00:00:00
232,10,completed,2019-02-28 00:00:00,2019-02-16 00:00:00
233,569,shipped,2019-03-07 00:00:00,2019-02-17 00:00:00
234,582,completed,2019-03-14 00:00:00,2019-02-17 00:00:00
235,82,shipped,2019-03-17 00:00:00,2019-02-17 00:00:00
236,168,completed,2019-03-15 00:00:00,2019-02-17 00:00:00
237,343,completed,2019-03-04 00:00:00,2019-02-18 00:00:00
238,116,shipped,2019-03-07 00:00:00,2019-02-18 00:00:00
239,367,processing,2019-03-10 00:00:00,2019-02-19 00:00:00
240,104,processing,2019-02-26 00:00:00,2019-02-19 00:00:00
241,367,processing,2019-03-16 00:00:00,2019-02-20 00:00:00
242,87,completed,2019-03-10 00:00:00,2019-02-20 00:00:00
243,579,processing,2019-02-22 00:00:00,2019-02-20 00:00:00
244,481,shipped,2019-02-25 00:00:00,2019-02-20 00:00:00
245,195,completed,2019-03-16 00:00:00,2019-02-20 00:00:00
246,543,shipped,2019-03-09 00:00:00,2019-02-21 00:00:00
247,320,processing,2019-03-20 00:00:00,2019-02-22 00:00:00
248,292,completed,2019-02-23 00:00:00,2019-02-22 00:00:00
249,23,completed,2019-03-04 00:00:00,2019-02-23 00:00:00
250,695,processing,2019-03-06 00:00:00,2019-02-23 00:00:00
251,372,completed,2019-03-25 00:00:00,2019-02-23 00:00:00
252,506,shipped,2019-02-26 00:00:00,2019-02-23 00:00:00
253,549,completed,2019-03-05 00:00:00,2019-02-23 00:00:00
254,213,processing,2019-03-12 00:00:00,2019-02-23 00:00:00
255,330,shipped,2019-03-24 00:00:00,2019-02-23 00:00:00
256,57,processing,2019-03-22 00:00:00,2019-02-23 00:00:00
257,107,shipped,2019-03-02 00:00:00,2019-02-23 00:00:00
258,331,processing,2019-03-01 00:00:00,2019-02-23 00:00:00
259,60,processing,2019-03-15 00:00:00,2019-02-24 00:00:00
260,675,processing,2019-03-18 00:00:00,2019-02-24 00:00:00
261,199,shipped,2019-03-27 00:00:00,2019-02-25 00:00:00
262,63,processing,2019-03-25 00:00:00,2019-02-25 00:00:00
263,108,shipped,2019-03-05 00:00:00,2019-02-25 00:00:00
264,171,completed,2019-03-20 00:00:00,2019-02-25 00:00:00
265,573,processing,2019-03-22 00:00:00,2019-02-26 00:00:00
266,632,shipped,2019-03-05 00:00:00,2019-02-26 00:00:00
267,31,completed,2019-03-20 00:00:00,2019-02-26 00:00:00
268,91,shipped,2019-03-16 00:00:00,2019-02-26 00:00:00
269,577,shipped,2019-03-04 00:00:00,2019-02-26 00:00:00
270,282,shipped,2019-03-11 00:00:00,2019-02-26 00:00:00
271,594,shipped,2019-02-27 00:00:00,2019-02-26 00:00:00
272,209,completed,2019-03-07 00:00:00,2019-02-26 00:00:00
273,685,completed,2019-03-10 00:00:00,2019-02-26 00:00:00
274,459,completed,2019-03-23 00:00:00,2019-02-26 00:00:00
275,168,processing,2019-03-08 00:00:00,2019-02-26 00:00:00
276,461,processing,2019-03-27 00:00:00,2019-02-27 00:00:00
277,247,completed,2019-03-29 00:00:00,2019-02-27 00:00:00
278,445,processing,2019-03-19 00:00:00,2019-02-27 00:00:00
279,567,completed,2019-03-12 00:00:00,2019-02-27 00:00:00
280,651,completed,2019-03-06 00:00:00,2019-02-27 00:00:00
281,666,completed,2019-03-04 00:00:00,2019-02-28 00:00:00
282,26,shipped,2019-03-21 00:00:00,2019-02-28 00:00:00
283,477,shipped,2019-03-11 00:00:00,2019-03-01 00:00:00
284,92,shipped,2019-03-13 00:00:00,2019-03-01 00:00:00
285,58,processing,2019-03-28 00:00:00,2019-03-01 00:00:00
286,442,processing,2019-03-28 00:00:00,2019-03-01 00:00:00
287,449,processing,2019-03-25 00:00:00,2019-03-01 00:00:00
288,696,processing,2019-03-31 00:00:00,2019-03-01 00:00:00
289,166,shipped,2019-03-07 00:00:00,2019-03-01 00:00:00
290,561,shipped,2019-03-31 00:00:00,2019-03-01 00:00:00
291,380,completed,2019-03-12 00:00:00,2019-03-01 00:00:00
292,264,shipped,2019-03-17 00:00:00,2019-03-01 00:00:00
293,658,completed,2019-03-15 00:00:00,2019-03-01 00:00:00
294,167,processing,2019-03-21 00:00:00,2019-03-01 00:00:00
295,46,processing,2019-03-11 00:00:00,2019-03-02 00:00:00
296,517,processing,2019-03-14 00:00:00,2019-03-02 00:00:00
297,565,shipped,2019-03-15 00:00:00,2019-03-02 00:00:00
298,21,shipped,2019-03-29 00:00:00,2019-03-02 00:00:00
299,274,completed,2019-03-17 00:00:00,2019-03-02 00:00:00
300,606,shipped,2019-03-07 00:00:00,2019-03-02 00:00:00
301,498,processing,2019-03-26 00:00:00,2019-03-03 00:00:00
302,116,processing,2019-03-11 00:00:00,2019-03-03 00:00:00
303,636,completed,2019-03-28 00:00:00,2019-03-03 00:00:00
304,673,completed,2019-03-25 00:00:00,2019-03-03 00:00:00
305,280,shipped,2019-03-21 00:00:00,2019-03-04 00:00:00
306,557,processing,2019-03-30 00:00:00,2019-03-04 00:00:00
307,693,processing,2019-04-02 00:00:00,2019-03-04 00:00:00
308,598,completed,2019-03-07 00:00:00,2019-03-04 00:00:00
309,438,completed,2019-03-28 00:00:00,2019-03-04 00:00:00
310,600,shipped,2019-03-05 00:00:00,2019-03-04 00:00:00
311,27,completed,2019-03-12 00:00:00,2019-03-04 00:00:00
312,585,processing,2019-03-17 00:00:00,2019-03-04 00:00:00
313,402,shipped,2019-03-16 00:00:00,2019-03-05 00:00:00
314,537,processing,2019-03-13 00:00:00,2019-03-05 00:00:00
315,386,completed,2019-03-28 00:00:00,2019-03-05 00:00:00
316,514,completed,2019-03-14 00:00:00,2019-03-06 00:00:00
317,516,completed,2019-03-09 00:00:00,2019-03-06 00:00:00
318,66,shipped,2019-03-25 00:00:00,2019-03-06 00:00:00
319,226,processing,2019-03-17 00:00:00,2019-03-07 00:00:00
320,200,completed,2019-03-14 00:00:00,2019-03-07 00:00:00
321,533,processing,2019-04-05 00:00:00,2019-03-07 00:00:00
322,190,shipped,2019-04-04 00:00:00,2019-03-07 00:00:00
323,96,processing,2019-03-15 00:00:00,2019-03-07 00:00:00
324,639,shipped,2019-04-03 00:00:00,2019-03-07 00:00:00
325,683,shipped,2019-03-14 00:00:00,2019-03-08 00:00:00
326,14,processing,2019-03-31 00:00:00,2019-03-08 00:00:00
327,362,shipped,2019-03-21 00:00:00,2019-03-08 00:00:00
328,493,completed,2019-03-24 00:00:00,2019-03-08 00:00:00
329,630,completed,2019-04-03 00:00:00,2019-03-09 00:00:00
330,498,processing,2019-03-29 00:00:00,2019-03-09 00:00:00
331,376,processing,2019-03-27 00:00:00,2019-03-10 00:00:00
332,137,processing,2019-03-22 00:00:00,2019-03-10 00:00:00
333,29,completed,2019-03-30 00:00:00,2019-03-10 00:00:00
334,376,processing,2019-03-22 00:00:00,2019-03-10 00:00:00
335,457,completed,2019-03-18 00:00:00,2019-03-10 00:00:00
336,419,completed,2019-03-28 00:00:00,2019-03-10 00:00:00
337,295,shipped,2019-03-11 00:00:00,2019-03-10 00:00:00
338,487,processing,2019-03-17 00:00:00,2019-03-10 00:00:00
339,614,processing,2019-03-19 00:00:00,2019-03-10 00:00:00
340,634,processing,2019-03-13 00:00:00,2019-03-10 00:00:00
341,264,processing,2019-03-14 00:00:00,2019-03-10 00:00:00
342,106,processing,2019-03-20 00:00:00,2019-03-10 00:00:00
343,6,processing,2019-03-21 00:00:00,2019-03-11 00:00:00
344,157,processing,2019-03-18 00:00:00,2019-03-11 00:00:00
345,88,shipped,2019-03-14 00:00:00,2019-03-11 00:00:00
346,370,processing,2019-03-15 00:00:00,2019-03-11 00:00:00
347,220,shipped,2019-03-30 00:00:00,2019-03-11 00:00:00
348,539,shipped,2019-04-09 00:00:00,2019-03-11 00:00:00
349,478,shipped,2019-04-07 00:00:00,2019-03-11 00:00:00
350,609,shipped,2019-03-26 00:00:00,2019-03-11 00:00:00
351,444,shipped,2019-04-10 00:00:00,2019-03-11 00:00:00
352,539,processing,2019-03-16 00:00:00,2019-03-11 00:00:00
353,495,processing,2019-04-05 00:00:00,2019-03-11 00:00:00
354,531,processing,2019-03-15 00:00:00,2019-03-11 00:00:00
355,306,processing,2019-04-06 00:00:00,2019-03-11 00:00:00
356,286,processing,2019-04-10 00:00:00,2019-03-11 00:00:00
357,58,completed,2019-03-23 00:00:00,2019-03-11 00:00:00
358,529,completed,2019-04-09 00:00:00,2019-03-11 00:00:00
359,439,processing,2019-03-16 00:00:00,2019-03-11 00:00:00
360,549,shipped,2019-03-28 00:00:00,2019-03-11 00:00:00
361,407,completed,2019-04-09 00:00:00,2019-03-12 00:00:00
362,130,completed,2019-03-27 00:00:00,2019-03-12 00:00:00
363,368,completed,2019-04-09 00:00:00,2019-03-12 00:00:00
364,524,completed,2019-04-02 00:00:00,2019-03-12 00:00:00
365,481,processing,2019-03-21 00:00:00,2019-03-13 00:00:00
366,419,processing,2019-04-02 00:00:00,2019-03-13 00:00:00
367,129,processing,2019-03-19 00:00:00,2019-03-13 00:00:00
368,556,shipped,2019-03-25 00:00:00,2019-03-13 00:00:00
369,552,shipped,2019-04-12 00:00:00,2019-03-13 00:00:00
370,21,processing,2019-03-27 00:00:00,2019-03-14 00:00:00
371,322,completed,2019-04-12 00:00:00,2019-03-15 00:00:00
372,74,shipped,2019-04-01 00:00:00,2019-03-15 00:00:00
373,304,completed,2019-03-22 00:00:00,2019-03-15 00:00:00
374,255,completed,2019-04-10 00:00:00,2019-03-15 00:00:00
375,25,completed,2019-03-29 00:00:00,2019-03-15 00:00:00
376,139,shipped,2019-04-06 00:00:00,2019-03-16 00:00:00
377,370,completed,2019-04-14 00:00:00,2019-03-16 00:00:00
378,100,shipped,2019-04-03 00:00:00,2019-03-16 00:00:00
379,525,shipped,2019-03-27 00:00:00,2019-03-16 00:00:00
380,397,completed,2019-03-31 00:00:00,2019-03-16 00:00:00
381,302,shipped,2019-04-03 00:00:00,2019-03-16 00:00:00
382,89,shipped,2019-03-26 00:00:00,2019-03-16 00:00:00
383,487,completed,2019-03-29 00:00:00,2019-03-16 00:00:00
384,612,shipped,2019-03-20 00:00:00,2019-03-16 00:00:00
385,234,completed,2019-03-25 00:00:00,2019-03-17 00:00:00
386,546,processing,2019-03-30 00:00:00,2019-03-18 00:00:00
387,171,processing,2019-04-09 00:00:00,2019-03-18 00:00:00
388,468,completed,2019-04-04 00:00:00,2019-03-18 00:00:00
389,118,shipped,2019-03-24 00:00:00,2019-03-18 00:00:00
390,48,completed,2019-04-12 00:00:00,2019-03-18 00:00:00
391,327,completed,2019-04-14 00:00:00,2019-03-18 00:00:00
392,370,shipped,2019-03-22 00:00:00,2019-03-18 00:00:00
393,385,completed,2019-03-23 00:00:00,2019-03-18 00:00:00
394,508,completed,2019-04-16 00:00:00,2019-03-18 00:00:00
395,625,completed,2019-03-21 00:00:00,2019-03-18 00:00:00
396,329,processing,2019-03-24 00:00:00,2019-03-18 00:00:00
397,585,processing,2019-03-29 00:00:00,2019-03-18 00:00:00
398,2,shipped,2019-03-25 00:00:00,2019-03-18 00:00:00
399,341,processing,2019-04-05 00:00:00,2019-03-18 00:00:00
400,281,completed,2019-04-04 00:00:00,2019-03-18 00:00:00
401,31,shipped,2019-03-30 00:00:00,2019-03-18 00:00:00
402,527,processing,2019-04-15 00:00:00,2019-03-18 00:00:00
403,474,completed,2019-03-22 00:00:00,2019-03-18 00:00:00
404,479,processing,2019-04-09 00:00:00,2019-03-18 00:00:00
405,527,completed,2019-03-24 00:00:00,2019-03-18 00:00:00
406,345,processing,2019-04-03 00:00:00,2019-03-18 00:00:00
407,481,processing,2019-03-24 00:00:00,2019-03-18 00:00:00
408,681,completed,2019-04-06 00:00:00,2019-03-18 00:00:00
409,44,completed,2019-03-20 00:00:00,2019-03-18 00:00:00
410,165,completed,2019-04-10 00:00:00,2019-03-18 00:00:00
411,181,completed,2019-03-23 00:00:00,2019-03-18 00:00:00
412,242,processing,2019-03-27 00:00:00,2019-03-18 00:00:00
413,481,shipped,2019-04-10 00:00:00,2019-03-18 00:00:00
414,313,completed,2019-03-24 00:00:00,2019-03-18 00:00:00
415,152,completed,2019-03-29 00:00:00,2019-03-19 00:00:00
416,623,shipped,2019-04-07 00:00:00,2019-03-19 00:00:00
417,601,shipped,2019-03-26 00:00:00,2019-03-19 00:00:00
418,257,completed,2019-04-15 00:00:00,2019-03-19 00:00:00
419,105,completed,2019-03-29 00:00:00,2019-03-19 00:00:00
