id,order_id,product_id,price,created_at
56,56,67,280,2020-11-16 00:00:00
57,57,19,216,2021-07-13 00:00:00
58,58,12,167,2020-01-14 00:00:00
59,59,68,278,2019-07-14 00:00:00
60,60,27,126,2020-02-17 00:00:00
61,61,37,137,2021-09-11 00:00:00
62,62,5,113,2021-04-13 00:00:00
63,63,29,240,2020-08-15 00:00:00
64,64,21,249,2019-01-30 00:00:00
65,65,60,205,2021-03-22 00:00:00
66,66,41,219,2019-01-19 00:00:00
67,67,47,75,2020-08-10 00:00:00
68,68,23,184,2019-12-31 00:00:00
69,69,73,32,2020-06-19 00:00:00
70,70,41,213,2020-04-12 00:00:00
71,71,8,174,2020-08-18 00:00:00
72,72,80,28,2019-03-26 00:00:00
73,73,98,249,2020-07-20 00:00:00
74,74,27,172,2019-08-20 00:00:00
75,75,72,222,2020-02-08 00:00:00
76,76,12,277,2019-10-26 00:00:00
77,77,3,52,2020-09-02 00:00:00
78,78,79,68,2020-06-11 00:00:00
79,79,50,69,2020-09-29 00:00:00
80,80,59,94,2021-10-25 00:00:00
81,81,83,149,2019-09-23 00:00:00
82,82,83,138,2019-11-01 00:00:00
83,83,6,243,2021-02-24 00:00:00
84,84,93,247,2021-10-27 00:00:00
85,85,3,179,2021-12-10 00:00:00
86,86,47,238,2019-02-18 00:00:00
87,87,9,243,2020-07-23 00:00:00
88,88,53,134,2019-01-26 00:00:00
89,89,8,147,2021-12-23 00:00:00
90,90,80,28,2019-03-09 00:00:00
91,91,1,237,2021-06-17 00:00:00
92,92,91,136,2021-08-06 00:00:00
93,93,49,246,2020-04-25 00:00:00
94,94,71,235,2021-01-24 00:00:00
95,95,70,280,2019-09-21 00:00:00
96,96,93,239,2020-10-05 00:00:00
97,97,44,164,2021-10-19 00:00:00
98,98,41,160,2021-11-06 00:00:00
99,99,50,175,2020-01-12 00:00:00
100,100,50,216,2020-07-27 00:00:00
101,101,37,259,2019-10-04 00:00:00
102,102,3,123,2019-11-09 00:00:00
103,103,43,101,2020-06-28 00:00:00
104,104,23,78,2020-11-12 00:00:00
105,105,30,212,2020-04-22 00:00:00
106,106,58,192,2021-09-25 00:00:00
107,107,93,222,2020-12-03 00:00:00
108,108,48,34,2020-01-22 00:00:00
109,109,15,99,2021-09-12 00:00:00
110,110,15,33,2019-08-11 00:00:00
111,111,88,240,2020-05-30 00:00:00
112,112,32,42,2021-10-20 00:00:00
113,113,10,227,2020-05-08 00:00:00
114,114,15,54,2020-09-07 00:00:00
115,115,92,47,2021-07-24 00:00:00
116,116,94,273,2020-05-06 00:00:00
117,117,79,150,2020-04-10 00:00:00
118,118,4,78,2019-10-07 00:00:00
119,119,26,241,2021-11-18 00:00:00
120,120,43,203,2021-03-07 00:00:00
121,121,17,109,2020-01-08 00:00:00
122,122,66,197,2020-03-06 00:00:00
123,123,73,235,2019-11-29 00:00:00
124,124,53,236,2021-09-13 00:00:00
125,125,95,184,2019-09-09 00:00:00
126,126,40,240,2019-04-04 00:00:00
127,127,17,159,2021-01-04 00:00:00
128,128,99,243,2020-10-24 00:00:00
129,129,93,205,2020-01-14 00:00:00
130,130,20,128,2019-07-24 00:00:00
131,131,47,222,2020-04-11 00:00:00
132,132,8,27,2020-09-21 00:00:00
133,133,91,53,2019-07-16 00:00:00
134,134,69,157,2019-10-17 00:00:00
135,135,77,79,2020-10-13 00:00:00
136,136,88,157,2021-11-08 00:00:00
137,137,1,42,2019-08-09 00:00:00
138,138,33,190,2021-01-30 00:00:00
139,139,77,255,2019-06-28 00:00:00
141,141,17,143,2020-03-26 00:00:00
144,144,65,220,2019-05-13 00:00:00
147,147,74,114,2021-09-04 00:00:00
150,150,45,256,2019-04-20 00:00:00
151,151,21,149,2020-07-24 00:00:00
152,152,47,159,2021-04-20 00:00:00
153,153,51,42,2020-08-24 00:00:00
154,154,17,91,2019-10-12 00:00:00
156,156,10,175,2021-03-29 00:00:00
159,159,92,258,2021-06-03 00:00:00
160,160,48,118,2019-04-28 00:00:00
163,163,70,156,2021-06-10 00:00:00
164,164,52,254,2020-09-10 00:00:00
165,165,92,108,2021-05-06 00:00:00
166,166,66,118,2021-12-07 00:00:00
169,169,79,264,2020-12-17 00:00:00
170,170,97,99,2020-03-03 00:00:00
172,172,82,141,2021-03-31 00:00:00
174,174,47,181,2020-02-07 00:00:00
177,177,84,78,2019-02-14 00:00:00
179,179,55,87,2019-05-23 00:00:00
181,181,67,178,2019-05-04 00:00:00
182,182,57,85,2019-10-15 00:00:00
184,184,73,22,2019-07-26 00:00:00
185,185,25,54,2021-09-30 00:00:00
187,187,15,112,2019-03-17 00:00:00
188,188,62,233,2020-02-11 00:00:00
190,190,26,147,2020-04-07 00:00:00
192,192,63,259,2020-01-26 00:00:00
193,193,94,159,2020-01-13 00:00:00
195,195,67,187,2020-02-06 00:00:00
197,197,80,158,2020-03-31 00:00:00
198,198,64,33,2021-03-06 00:00:00
200,200,15,217,2019-08-13 00:00:00
140,140,32,83,2020-11-23 00:00:00
142,142,41,29,2019-09-27 00:00:00
143,143,95,40,2021-07-12 00:00:00
145,145,99,241,2021-05-26 00:00:00
146,146,45,239,2021-10-10 00:00:00
148,148,13,193,2021-09-29 00:00:00
149,149,61,203,2020-01-18 00:00:00
155,155,37,64,2020-05-13 00:00:00
157,157,26,259,2021-07-03 00:00:00
158,158,81,100,2019-06-20 00:00:00
161,161,67,114,2020-04-29 00:00:00
162,162,27,168,2019-10-07 00:00:00
167,167,3,149,2019-03-17 00:00:00
168,168,75,196,2019-05-20 00:00:00
171,171,48,207,2020-04-28 00:00:00
173,173,42,242,2021-04-17 00:00:00
175,175,92,206,2019-09-23 00:00:00
176,176,91,258,2019-11-07 00:00:00
178,178,63,37,2019-05-31 00:00:00
180,180,80,111,2021-09-18 00:00:00
183,183,33,185,2020-07-18 00:00:00
186,186,16,99,2021-04-02 00:00:00
189,189,56,119,2021-07-19 00:00:00
191,191,54,128,2021-10-16 00:00:00
194,194,13,201,2019-02-21 00:00:00
196,196,52,226,2019-10-10 00:00:00
199,199,98,242,2020-07-08 00:00:00
201,201,66,240,2021-06-06 00:00:00
202,202,41,61,2019-12-26 00:00:00
203,203,52,96,2020-07-16 00:00:00
204,204,42,187,2020-04-20 00:00:00
205,205,54,278,2021-05-03 00:00:00
206,206,29,123,2019-05-20 00:00:00
207,207,39,102,2020-09-20 00:00:00
208,208,79,132,2021-03-27 00:00:00
209,209,4,53,2020-05-14 00:00:00
210,210,68,254,2020-07-06 00:00:00
211,211,89,95,2020-02-09 00:00:00
212,212,56,113,2021-05-08 00:00:00
213,213,68,163,2021-07-11 00:00:00
214,214,34,160,2020-05-14 00:00:00
215,215,21,197,2019-03-22 00:00:00
216,216,41,155,2021-12-04 00:00:00
217,217,8,155,2020-07-26 00:00:00
218,218,100,112,2020-05-12 00:00:00
219,219,81,231,2020-06-05 00:00:00
220,220,41,72,2020-10-16 00:00:00
221,221,14,97,2020-02-10 00:00:00
222,222,35,106,2020-07-03 00:00:00
223,223,75,241,2020-10-08 00:00:00
224,224,63,118,2019-11-15 00:00:00
225,225,20,41,2020-10-27 00:00:00
226,226,67,253,2021-09-10 00:00:00
227,227,76,254,2020-09-05 00:00:00
228,228,53,200,2020-09-14 00:00:00
229,229,4,237,2020-11-15 00:00:00
230,230,36,180,2021-04-26 00:00:00
231,231,20,67,2021-12-02 00:00:00
232,232,7,20,2019-06-08 00:00:00
233,233,41,216,2020-07-28 00:00:00
234,234,99,151,2021-07-31 00:00:00
235,235,57,155,2020-09-19 00:00:00
236,236,78,71,2019-09-03 00:00:00
237,237,35,99,2019-09-24 00:00:00
238,238,29,110,2019-08-03 00:00:00
239,239,80,96,2019-12-05 00:00:00
240,240,14,246,2019-07-08 00:00:00
241,241,92,250,2021-03-09 00:00:00
242,242,67,205,2021-06-17 00:00:00
243,243,98,277,2021-07-19 00:00:00
244,244,21,56,2019-10-09 00:00:00
245,245,25,53,2019-11-20 00:00:00
246,246,77,97,2019-09-04 00:00:00
247,247,48,228,2020-10-06 00:00:00
248,248,43,167,2019-06-03 00:00:00
249,249,16,201,2020-08-10 00:00:00
250,250,58,252,2021-06-02 00:00:00
251,251,93,234,2019-07-10 00:00:00
252,252,99,52,2021-01-02 00:00:00
253,253,46,73,2021-05-13 00:00:00
254,254,55,94,2021-09-21 00:00:00
255,255,56,102,2019-07-13 00:00:00
256,256,92,229,2021-04-16 00:00:00
257,257,90,31,2020-04-14 00:00:00
258,258,11,99,2019-04-18 00:00:00
259,259,43,90,2021-03-09 00:00:00
260,260,11,202,2021-05-10 00:00:00
261,261,28,66,2021-07-02 00:00:00
262,262,66,137,2021-01-17 00:00:00
263,263,61,196,2021-04-25 00:00:00
264,264,4,211,2020-04-28 00:00:00
265,265,13,66,2019-06-08 00:00:00
266,266,60,243,2020-10-17 00:00:00
267,267,92,227,2021-10-20 00:00:00
268,268,77,78,2020-12-05 00:00:00
269,269,44,123,2019-11-11 00:00:00
270,270,38,233,2019-04-03 00:00:00
271,271,66,251,2021-06-01 00:00:00
272,272,72,267,2020-09-19 00:00:00
273,273,49,125,2020-11-11 00:00:00
274,274,67,234,2020-11-14 00:00:00
275,275,61,265,2019-07-09 00:00:00
276,276,27,31,2021-02-15 00:00:00
277,277,31,88,2021-06-24 00:00:00
278,278,62,84,2021-01-23 00:00:00
279,279,100,202,2020-06-09 00:00:00
280,280,52,228,2021-11-29 00:00:00
281,281,17,170,2019-04-19 00:00:00
282,282,27,261,2021-09-27 00:00:00
283,283,84,124,2019-08-21 00:00:00
284,284,68,42,2020-01-05 00:00:00
285,285,41,174,2021-03-12 00:00:00
286,286,75,219,2021-08-17 00:00:00
287,287,55,241,2020-04-05 00:00:00
288,288,74,86,2021-11-07 00:00:00
289,289,29,188,2021-11-12 00:00:00
290,290,84,202,2021-11-28 00:00:00
291,291,39,68,2020-06-26 00:00:00
292,292,36,47,2020-07-23 00:00:00
293,293,69,178,2021-11-16 00:00:00
294,294,38,61,2020-10-09 00:00:00
295,295,71,193,2019-10-23 00:00:00
296,296,35,203,2020-06-01 00:00:00
297,297,51,83,2020-01-18 00:00:00
298,298,7,106,2019-11-11 00:00:00
299,299,84,58,2019-12-11 00:00:00
300,300,17,35,2020-05-10 00:00:00
301,301,91,172,2019-04-23 00:00:00
302,302,25,137,2020-05-12 00:00:00
303,303,55,175,2020-05-08 00:00:00
304,304,36,206,2019-05-28 00:00:00
305,305,47,152,2019-03-19 00:00:00
306,306,67,239,2021-05-12 00:00:00
307,307,32,99,2021-10-06 00:00:00
308,308,8,26,2019-07-12 00:00:00
309,309,89,22,2021-09-29 00:00:00
310,310,92,205,2021-07-08 00:00:00
313,313,98,109,2019-12-01 00:00:00
315,315,80,170,2020-08-30 00:00:00
311,311,3,114,2021-01-07 00:00:00
312,312,65,49,2020-05-21 00:00:00
314,314,46,41,2021-11-05 00:00:00
316,316,17,138,2019-05-04 00:00:00
317,317,5,118,2021-05-06 00:00:00
318,318,80,265,2021-03-28 00:00:00
319,319,92,139,2019-05-10 00:00:00
320,320,5,25,2021-06-28 00:00:00
321,321,83,65,2020-05-16 00:00:00
322,322,34,246,2020-03-23 00:00:00
323,323,30,230,2021-02-14 00:00:00
324,324,99,107,2019-06-19 00:00:00
325,325,80,88,2020-07-31 00:00:00
326,326,30,86,2020-04-03 00:00:00
327,327,56,107,2020-10-06 00:00:00
328,328,52,168,2021-01-25 00:00:00
329,329,52,257,2019-09-13 00:00:00
330,330,37,240,2020-04-06 00:00:00
331,331,71,142,2021-02-11 00:00:00
332,332,100,108,2020-03-13 00:00:00
333,333,14,131,2020-07-01 00:00:00
334,334,90,87,2019-04-01 00:00:00
335,335,31,55,2020-09-22 00:00:00
336,336,5,227,2021-05-03 00:00:00
337,337,88,160,2019-05-19 00:00:00
338,338,78,159,2020-02-04 00:00:00
339,339,52,167,2019-08-13 00:00:00
340,340,49,148,2021-03-17 00:00:00
341,341,22,251,2021-11-01 00:00:00
342,342,31,113,2019-11-19 00:00:00
343,343,72,125,2020-12-04 00:00:00
344,344,17,271,2021-03-27 00:00:00
345,345,90,22,2019-04-23 00:00:00
346,346,19,100,2021-05-28 00:00:00
347,347,50,122,2021-06-09 00:00:00
348,348,24,157,2019-10-08 00:00:00
349,349,74,91,2021-10-21 00:00:00
350,350,83,246,2021-03-09 00:00:00
351,351,45,73,2021-07-03 00:00:00
352,352,29,139,2021-05-19 00:00:00
353,353,47,278,2021-06-08 00:00:00
354,354,83,87,2020-01-20 00:00:00
355,355,44,207,2019-09-13 00:00:00
356,356,47,223,2020-01-13 00:00:00
357,357,36,256,2021-02-28 00:00:00
358,358,50,258,2019-11-07 00:00:00
359,359,54,119,2021-07-01 00:00:00
360,360,14,271,2021-09-30 00:00:00
361,361,4,154,2021-08-18 00:00:00
362,362,39,26,2021-12-01 00:00:00
363,363,37,32,2021-06-30 00:00:00
364,364,75,168,2019-08-12 00:00:00
365,365,12,124,2019-06-14 00:00:00
366,366,60,150,2020-07-02 00:00:00
367,367,65,258,2021-10-09 00:00:00
368,368,58,24,2020-09-09 00:00:00
369,369,62,65,2019-03-15 00:00:00
370,370,1,36,2020-11-10 00:00:00
371,371,77,103,2020-07-04 00:00:00
372,372,95,180,2021-03-17 00:00:00
373,373,74,278,2020-12-04 00:00:00
374,374,17,191,2021-03-23 00:00:00
375,375,45,53,2020-10-17 00:00:00
376,376,73,38,2019-10-16 00:00:00
377,377,10,32,2020-08-18 00:00:00
378,378,71,96,2020-03-07 00:00:00
379,379,28,50,2020-11-26 00:00:00
380,380,74,243,2020-02-10 00:00:00
381,381,79,69,2021-10-08 00:00:00
382,382,17,263,2019-09-18 00:00:00
383,383,35,208,2020-02-05 00:00:00
384,384,72,110,2021-03-03 00:00:00
385,385,5,108,2021-09-21 00:00:00
386,386,50,220,2020-07-09 00:00:00
387,387,21,31,2020-09-05 00:00:00
388,388,80,88,2020-01-24 00:00:00
389,389,4,204,2020-01-02 00:00:00
390,390,47,80,2020-11-01 00:00:00
391,391,12,53,2021-05-25 00:00:00
392,392,7,202,2019-11-04 00:00:00
393,393,67,22,2019-07-10 00:00:00
394,394,95,133,2020-04-20 00:00:00
395,395,78,241,2021-06-25 00:00:00
396,396,39,138,2020-01-05 00:00:00
397,397,4,233,2020-11-25 00:00:00
398,398,29,34,2021-03-22 00:00:00
399,399,42,206,2020-04-21 00:00:00
400,400,83,235,2021-05-26 00:00:00
401,401,40,213,2021-03-08 00:00:00
402,402,6,122,2019-08-26 00:00:00
403,403,71,34,2020-05-06 00:00:00
404,404,33,141,2020-05-12 00:00:00
405,405,67,180,2021-09-16 00:00:00
406,406,68,251,2021-06-07 00:00:00
407,407,55,212,2021-12-04 00:00:00
408,408,19,279,2021-11-10 00:00:00
409,409,33,47,2019-07-15 00:00:00
410,410,53,45,2021-04-26 00:00:00
411,411,36,21,2019-06-17 00:00:00
412,412,60,48,2021-08-05 00:00:00
413,413,2,259,2019-04-04 00:00:00
414,414,88,172,2019-04-01 00:00:00
415,415,59,88,2019-07-11 00:00:00
416,416,79,137,2021-11-12 00:00:00
417,417,19,208,2021-07-24 00:00:00
418,418,42,66,2021-04-12 00:00:00
419,419,58,77,2020-03-27 00:00:00
420,420,99,81,2021-11-09 00:00:00
421,421,74,160,2020-07-10 00:00:00
422,422,22,221,2019-07-27 00:00:00
423,423,87,243,2021-04-12 00:00:00
424,424,3,150,2019-08-29 00:00:00
425,425,41,73,2019-05-06 00:00:00
426,426,81,178,2020-07-28 00:00:00
427,427,94,101,2020-05-03 00:00:00
428,428,52,161,2021-09-11 00:00:00
429,429,51,124,2019-10-20 00:00:00
430,430,80,101,2021-12-11 00:00:00
431,431,71,210,2020-04-03 00:00:00
432,432,42,146,2019-10-14 00:00:00
433,433,87,102,2019-11-26 00:00:00
434,434,26,99,2021-05-16 00:00:00
435,435,46,23,2020-06-15 00:00:00
436,436,85,153,2019-10-21 00:00:00
437,437,93,62,2019-04-28 00:00:00
438,438,85,32,2021-04-08 00:00:00
439,439,81,126,2020-03-07 00:00:00
440,440,99,280,2021-05-21 00:00:00
441,441,7,117,2020-01-13 00:00:00
442,442,65,51,2020-09-10 00:00:00
443,443,66,216,2019-04-30 00:00:00
444,444,70,79,2020-10-24 00:00:00
445,445,16,244,2021-02-17 00:00:00
446,446,23,191,2021-05-08 00:00:00
447,447,86,247,2021-06-23 00:00:00
448,448,38,61,2020-07-17 00:00:00
449,449,38,177,2021-12-13 00:00:00
450,450,92,278,2019-08-15 00:00:00
451,451,98,221,2021-03-12 00:00:00
453,453,89,217,2021-10-05 00:00:00
455,455,99,101,2020-05-06 00:00:00
458,458,92,209,2020-12-21 00:00:00
460,460,46,254,2021-06-25 00:00:00
462,462,31,266,2019-07-15 00:00:00
465,465,19,149,2021-11-29 00:00:00
466,466,96,84,2020-06-25 00:00:00
467,467,56,58,2019-04-08 00:00:00
469,469,10,268,2020-05-16 00:00:00
471,471,46,122,2020-02-25 00:00:00
474,474,8,94,2020-10-31 00:00:00
475,475,28,212,2020-02-03 00:00:00
476,476,82,163,2021-09-10 00:00:00
477,477,32,240,2021-07-06 00:00:00
478,478,32,255,2019-06-19 00:00:00
479,479,59,279,2021-01-28 00:00:00
480,480,15,45,2021-08-11 00:00:00
481,481,100,251,2020-02-21 00:00:00
482,482,93,101,2020-03-23 00:00:00
483,483,48,30,2021-07-15 00:00:00
484,484,21,236,2020-07-15 00:00:00
485,485,56,39,2019-10-18 00:00:00
486,486,23,47,2021-07-24 00:00:00
487,487,50,127,2020-03-02 00:00:00
488,488,91,246,2019-06-22 00:00:00
489,489,50,219,2021-11-04 00:00:00
490,490,33,49,2021-06-19 00:00:00
491,491,77,42,2021-08-12 00:00:00
492,492,90,258,2021-08-27 00:00:00
493,493,9,114,2021-05-30 00:00:00
494,494,87,63,2019-10-04 00:00:00
495,495,16,123,2020-03-21 00:00:00
496,496,1,80,2020-02-11 00:00:00
497,497,71,208,2021-03-10 00:00:00
498,498,76,160,2021-04-11 00:00:00
499,499,80,235,2020-01-14 00:00:00
500,500,97,153,2020-05-18 00:00:00
501,501,56,221,2021-07-05 00:00:00
502,502,95,260,2019-10-19 00:00:00
452,452,87,53,2020-10-16 00:00:00
454,454,87,45,2020-07-07 00:00:00
456,456,43,43,2021-08-14 00:00:00
457,457,15,140,2021-09-04 00:00:00
459,459,88,253,2019-07-06 00:00:00
461,461,7,111,2021-06-11 00:00:00
463,463,67,279,2020-04-07 00:00:00
464,464,75,211,2021-02-07 00:00:00
468,468,29,79,2019-12-14 00:00:00
470,470,22,239,2021-01-11 00:00:00
472,472,18,32,2020-06-09 00:00:00
473,473,42,105,2021-08-22 00:00:00
503,503,38,255,2021-05-12 00:00:00
504,504,16,131,2019-07-19 00:00:00
505,505,85,243,2019-10-26 00:00:00
506,506,69,23,2019-10-16 00:00:00
507,507,15,97,2020-02-16 00:00:00
508,508,1,126,2019-12-20 00:00:00
509,509,49,127,2021-06-25 00:00:00
510,510,25,178,2021-11-21 00:00:00
511,511,44,97,2021-02-12 00:00:00
512,512,9,200,2019-05-23 00:00:00
513,513,53,93,2020-06-23 00:00:00
514,514,59,36,2019-04-12 00:00:00
515,515,100,146,2019-06-28 00:00:00
516,516,60,79,2021-04-27 00:00:00
517,517,62,118,2020-04-03 00:00:00
518,518,68,39,2021-12-09 00:00:00
519,519,93,30,2019-12-29 00:00:00
520,520,60,62,2019-07-18 00:00:00
521,521,82,108,2020-07-11 00:00:00
522,522,1,220,2019-05-17 00:00:00
523,523,11,269,2019-11-02 00:00:00
524,524,18,144,2020-05-01 00:00:00
525,525,67,121,2021-09-14 00:00:00
526,526,34,244,2021-11-20 00:00:00
527,527,67,89,2021-08-23 00:00:00
528,528,42,232,2021-03-31 00:00:00
529,529,26,241,2020-04-28 00:00:00
530,530,71,122,2021-08-02 00:00:00
531,531,74,105,2019-11-17 00:00:00
532,532,56,207,2020-11-10 00:00:00
533,533,29,54,2020-05-25 00:00:00
534,534,65,138,2021-08-04 00:00:00
535,535,49,181,2020-05-16 00:00:00
536,536,70,204,2021-05-03 00:00:00
537,537,6,134,2020-01-13 00:00:00
538,538,76,170,2019-06-02 00:00:00
539,539,99,201,2021-05-22 00:00:00
540,540,11,76,2020-03-12 00:00:00
541,541,80,36,2020-03-23 00:00:00
542,542,57,253,2020-03-17 00:00:00
543,543,63,152,2021-07-10 00:00:00
544,544,60,22,2019-08-14 00:00:00
545,545,99,38,2020-08-01 00:00:00
546,546,82,200,2020-11-01 00:00:00
547,547,94,258,2019-12-04 00:00:00
548,548,23,219,2021-10-20 00:00:00
549,549,71,145,2019-08-19 00:00:00
550,550,8,106,2019-09-17 00:00:00
551,551,87,92,2020-10-12 00:00:00
552,552,12,118,2021-06-15 00:00:00
553,553,85,239,2020-04-22 00:00:00
554,554,56,157,2021-10-13 00:00:00
555,555,91,175,2019-12-28 00:00:00
556,556,47,221,2021-12-24 00:00:00
557,557,14,263,2020-12-02 00:00:00
558,558,73,121,2021-12-10 00:00:00
559,559,46,41,2021-01-31 00:00:00
560,560,94,166,2021-01-24 00:00:00
561,561,73,241,2019-12-04 00:00:00
562,562,13,173,2020-07-15 00:00:00
563,563,52,197,2020-06-16 00:00:00
564,564,97,70,2021-02-28 00:00:00
565,565,72,184,2021-07-06 00:00:00
566,566,39,252,2021-08-15 00:00:00
567,567,16,161,2020-12-19 00:00:00
568,568,41,216,2021-07-21 00:00:00
569,569,89,218,2021-03-15 00:00:00
570,570,2,48,2019-10-25 00:00:00
571,571,35,178,2020-03-19 00:00:00
572,572,79,22,2021-12-12 00:00:00
573,573,35,276,2021-01-01 00:00:00
574,574,1,265,2021-08-30 00:00:00
575,575,100,93,2019-09-04 00:00:00
576,576,90,146,2021-10-13 00:00:00
577,577,90,218,2021-10-25 00:00:00
578,578,79,246,2020-01-07 00:00:00
579,579,45,235,2020-04-07 00:00:00
580,580,12,89,2020-08-19 00:00:00
581,581,12,197,2020-05-01 00:00:00
582,582,93,225,2019-08-20 00:00:00
583,583,97,231,2021-11-04 00:00:00
584,584,13,202,2019-07-23 00:00:00
585,585,44,279,2021-10-18 00:00:00
586,586,31,95,2021-05-20 00:00:00
587,587,31,212,2020-02-03 00:00:00
588,588,43,153,2019-08-17 00:00:00
589,589,44,37,2020-05-19 00:00:00
590,590,37,242,2019-08-24 00:00:00
591,591,24,68,2019-09-26 00:00:00
592,592,93,76,2019-05-27 00:00:00
593,593,84,220,2020-09-05 00:00:00
594,594,78,74,2019-10-18 00:00:00
595,595,61,244,2021-12-06 00:00:00
596,596,5,104,2020-06-25 00:00:00
597,597,99,101,2019-08-10 00:00:00
598,598,5,157,2020-12-11 00:00:00
599,599,8,104,2019-10-18 00:00:00
600,600,71,235,2019-09-21 00:00:00
601,601,79,165,2020-08-02 00:00:00
602,602,71,244,2021-11-07 00:00:00
603,603,4,171,2019-07-31 00:00:00
604,604,46,240,2020-04-16 00:00:00
605,605,24,38,2019-12-21 00:00:00
606,606,63,76,2019-05-15 00:00:00
607,607,64,49,2020-06-11 00:00:00
608,608,73,54,2021-01-05 00:00:00
609,609,6,36,2020-03-02 00:00:00
610,610,40,134,2019-10-16 00:00:00
611,611,5,156,2020-01-07 00:00:00
612,612,96,244,2019-12-28 00:00:00
613,613,22,146,2019-05-02 00:00:00
614,614,67,57,2020-12-03 00:00:00
615,615,50,228,2021-06-08 00:00:00
616,616,2,186,2019-06-12 00:00:00
617,617,79,115,2020-06-04 00:00:00
618,618,35,61,2021-08-02 00:00:00
619,619,45,152,2019-08-20 00:00:00
620,620,39,166,2019-10-20 00:00:00
621,621,57,93,2019-12-22 00:00:00
622,622,32,106,2019-06-25 00:00:00
623,623,56,44,2021-10-08 00:00:00
624,624,23,198,2019-10-08 00:00:00
625,625,32,39,2021-06-21 00:00:00
626,626,70,47,2020-08-31 00:00:00
627,627,86,212,2021-12-18 00:00:00
628,628,91,265,2021-11-06 00:00:00
629,629,13,70,2021-03-23 00:00:00
631,631,48,28,2020-02-02 00:00:00
632,632,29,184,2019-10-11 00:00:00
633,633,50,223,2021-02-22 00:00:00
634,634,82,90,2020-08-24 00:00:00
635,635,55,149,2021-12-23 00:00:00
636,636,24,145,2020-11-01 00:00:00
637,637,63,153,2021-09-30 00:00:00
639,639,32,266,2021-03-03 00:00:00
640,640,75,118,2019-07-01 00:00:00
641,641,89,139,2021-05-15 00:00:00
642,642,22,80,2020-10-07 00:00:00
643,643,85,192,2020-08-15 00:00:00
645,645,94,89,2021-08-07 00:00:00
646,646,45,86,2020-10-27 00:00:00
647,647,89,74,2019-04-30 00:00:00
649,649,11,81,2021-07-12 00:00:00
650,650,8,145,2020-09-19 00:00:00
652,652,33,74,2019-08-14 00:00:00
653,653,22,275,2021-07-11 00:00:00
654,654,96,134,2020-08-10 00:00:00
656,656,69,255,2020-12-10 00:00:00
657,657,13,181,2021-07-10 00:00:00
658,658,82,280,2020-07-01 00:00:00
659,659,36,187,2021-06-29 00:00:00
662,662,43,40,2020-11-20 00:00:00
630,630,76,233,2019-06-05 00:00:00
638,638,71,275,2021-06-25 00:00:00
644,644,30,221,2021-06-18 00:00:00
648,648,59,163,2019-07-13 00:00:00
651,651,28,250,2021-09-14 00:00:00
655,655,57,92,2021-02-01 00:00:00
660,660,36,262,2021-06-10 00:00:00
661,661,95,100,2021-11-03 00:00:00
663,663,86,220,2020-10-17 00:00:00
664,664,89,191,2020-10-26 00:00:00
665,665,40,30,2020-01-17 00:00:00
